# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.538018918400000000e+10 9.087782382266595960e-05 1.312091262661851943e-05 7.168203592300415039e-02 1.519418787211179733e-02 1.538018918400000000e+10 9.087782382266595960e-05 1.312091262661851943e-05 7.168203592300415039e-02 1.519418787211179733e-02
1.000000000000000000e+03 5.351467895507812500e+02 3.891230448971327860e-09 6.227428512098343028e-13 7.047998160123825073e-02 4.535002062766579911e-06 5.351467895507812500e+02 3.891230448971327860e-09 6.227428512098343028e-13 7.047998160123825073e-02 4.535002062766579911e-06
2.000000000000000000e+03 5.358239135742187500e+02 3.892742128641657473e-09 6.231826036109944233e-13 7.047998160123825073e-02 4.536467258731136099e-06 5.358239135742187500e+02 3.892742128641657473e-09 6.231826036109944233e-13 7.047998160123825073e-02 4.536467258731136099e-06
3.000000000000000000e+03 5.358662719726562500e+02 3.898851019812354934e-09 6.236321680418155378e-13 7.047996670007705688e-02 4.543368504528189078e-06 5.358662719726562500e+02 3.898851019812354934e-09 6.236321680418155378e-13 7.047996670007705688e-02 4.543368504528189078e-06
4.000000000000000000e+03 5.346806030273437500e+02 3.914570001484207751e-09 6.221375953470442699e-13 7.047992199659347534e-02 4.561698460747720674e-06 5.346806030273437500e+02 3.914570001484207751e-09 6.221375953470442699e-13 7.047992199659347534e-02 4.561698460747720674e-06
5.000000000000000000e+03 7.084258125000000000e+05 1.049457587498636713e-08 4.815843279715181779e-09 7.038739323616027832e-02 4.112212991458363831e-05 7.084258125000000000e+05 1.049457587498636713e-08 4.815843279715181779e-09 7.038739323616027832e-02 4.112212991458363831e-05
6.000000000000000000e+03 7.031369375000000000e+05 1.039935249025347730e-08 4.779802331711380248e-09 7.038786262273788452e-02 4.082375744474120438e-05 7.031369375000000000e+05 1.039935249025347730e-08 4.779802331711380248e-09 7.038786262273788452e-02 4.082375744474120438e-05
7.000000000000000000e+03 6.930782500000000000e+05 1.025203388849149633e-08 4.711484979935676165e-09 7.038863003253936768e-02 4.029731644550338387e-05 6.930782500000000000e+05 1.025203388849149633e-08 4.711484979935676165e-09 7.038863003253936768e-02 4.029731644550338387e-05
8.000000000000000000e+03 6.758927500000000000e+05 1.001118299370773457e-08 4.594729929863206053e-09 7.038990408182144165e-02 3.944969284930266440e-05 6.758927500000000000e+05 1.001118299370773457e-08 4.594729929863206053e-09 7.038990408182144165e-02 3.944969284930266440e-05
9.000000000000000000e+03 6.477186875000000000e+05 9.604803175022880168e-09 4.403347020343062468e-09 7.039204984903335571e-02 3.808651308645494282e-05 6.477186875000000000e+05 9.604803175022880168e-09 4.403347020343062468e-09 7.039204984903335571e-02 3.808651308645494282e-05
1.000000000000000000e+04 6.051887500000000000e+05 8.983999322254021536e-09 4.114280915956669560e-09 7.039538770914077759e-02 3.602836295613087714e-05 6.051887500000000000e+05 8.983999322254021536e-09 4.114280915956669560e-09 7.039538770914077759e-02 3.602836295613087714e-05
1.100000000000000000e+04 1.452287385600000000e+10 9.790329204406589270e-05 9.863647574093192816e-05 7.423250377178192139e-02 3.348704558447934687e-05 1.452287385600000000e+10 9.790329204406589270e-05 9.863647574093192816e-05 7.423250377178192139e-02 3.348704558447934687e-05
1.200000000000000000e+04 3.350859375000000000e+04 6.645628491952493277e-10 3.041650820101438057e-10 7.047306001186370850e-02 2.225498064944986254e-06 3.350859375000000000e+04 6.645628491952493277e-10 3.041650820101438057e-10 7.047306001186370850e-02 2.225498064944986254e-06
1.300000000000000000e+04 4.857855961643764016e-19 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 4.857855961643764016e-19 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
1.400000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
1.500000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
1.600000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
1.700000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
1.800000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
1.900000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
2.000000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
2.100000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
2.200000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
2.300000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
2.400000000000000000e+04 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08 0.000000000000000000e+00 2.026122212409973145e-01 2.026099413633346558e-01 1.036480516195297241e-01 9.202463502333557699e-08
