# x
5.000000074505805969e-02 1.000000047497451305e-03
2.499999850988388062e-02 1.000000047497451305e-03
3.750000149011611938e-02 1.000000047497451305e-03
1.250000298023223877e-02 1.000000047497451305e-03
4.374999925494194031e-02 1.000000047497451305e-03
1.874999701976776123e-02 1.000000047497451305e-03
3.125000000000000000e-02 1.000000047497451305e-03
6.250001490116119385e-03 1.000000047497451305e-03
4.687500000000000000e-02 1.000000047497451305e-03
2.187500149011611938e-02 1.000000047497451305e-03
3.437499701976776123e-02 1.000000047497451305e-03
9.374998509883880615e-03 1.000000047497451305e-03
4.062500223517417908e-02 1.000000047497451305e-03
1.562500000000000000e-02 1.000000047497451305e-03
2.812500298023223877e-02 1.000000047497451305e-03
3.124997019767761230e-03 1.000000047497451305e-03
4.843750223517417908e-02 1.000000047497451305e-03
2.343750000000000000e-02 1.000000047497451305e-03
3.593750298023223877e-02 1.000000047497451305e-03
1.093749701976776123e-02 1.000000047497451305e-03
4.218750074505805969e-02 1.000000047497451305e-03
1.718749850988388062e-02 1.000000047497451305e-03
2.968750149011611938e-02 1.000000047497451305e-03
4.687502980232238770e-03 1.000000047497451305e-03
4.531250149011611938e-02 1.000000047497451305e-03
2.031250298023223877e-02 1.000000047497451305e-03
3.281249850988388062e-02 1.000000047497451305e-03
7.812500000000000000e-03 1.000000047497451305e-03
3.906250000000000000e-02 1.000000047497451305e-03
1.406250149011611938e-02 1.000000047497451305e-03
2.656249701976776123e-02 1.000000047497451305e-03
1.562498509883880615e-03 1.000000047497451305e-03
4.921875149011611938e-02 1.000000047497451305e-03
2.421875298023223877e-02 1.000000047497451305e-03
3.671874850988388062e-02 1.000000047497451305e-03
1.171875000000000000e-02 1.000000047497451305e-03
4.296875000000000000e-02 1.000000047497451305e-03
1.796875149011611938e-02 1.000000047497451305e-03
3.046874701976776123e-02 1.000000047497451305e-03
5.468748509883880615e-03 1.000000047497451305e-03
4.609375074505805969e-02 1.000000047497451305e-03
2.109374850988388062e-02 1.000000047497451305e-03
3.359375149011611938e-02 1.000000047497451305e-03
8.593752980232238770e-03 1.000000047497451305e-03
